customer_id,acquired_at,acquisition_channel,region
22451,2012-09-05 12:52:09+00:00,Google,unknown
22452,2012-09-05 12:54:16+00:00,Bing,unknown
22453,2012-09-05 12:55:56+00:00,Bing,unknown
22454,2012-09-05 12:59:06+00:00,Google,unknown
22455,2012-09-05 13:00:49+00:00,Google,unknown
22456,2012-09-05 13:01:04+00:00,Bing,unknown
22457,2012-09-05 13:12:11+00:00,Google,unknown
22458,2012-09-05 13:12:42+00:00,Bing,unknown
22459,2012-09-05 13:15:09+00:00,Bing,unknown
22460,2012-09-05 13:17:19+00:00,Google,unknown
22461,2012-09-05 13:18:30+00:00,Google,unknown
22462,2012-09-05 13:19:52+00:00,Google,unknown
22463,2012-09-05 13:22:20+00:00,Google,unknown
22464,2012-09-05 13:22:51+00:00,Google,unknown
22465,2012-09-05 13:24:43+00:00,Google,unknown
22466,2012-09-05 13:38:46+00:00,Bing,unknown
22467,2012-09-05 13:57:33+00:00,Google,unknown
22468,2012-09-05 13:59:08+00:00,Bing,unknown
22469,2012-09-05 13:59:48+00:00,Google,unknown
22470,2012-09-05 14:08:20+00:00,Google,unknown
22471,2012-09-05 14:13:40+00:00,Google,unknown
22472,2012-09-05 14:15:23+00:00,Google,unknown
22473,2012-09-05 14:16:47+00:00,Google,unknown
22474,2012-09-05 14:18:57+00:00,Google,unknown
22475,2012-09-05 14:19:54+00:00,Google,unknown
22476,2012-09-05 14:21:02+00:00,Google,unknown
22477,2012-09-05 14:22:37+00:00,Google,unknown
22478,2012-09-05 14:31:27+00:00,Google,unknown
22479,2012-09-05 14:36:16+00:00,Bing,unknown
22480,2012-09-05 14:37:17+00:00,Google,unknown
22481,2012-09-05 14:41:15+00:00,Google,unknown
22482,2012-09-05 14:44:12+00:00,Google,unknown
22483,2012-09-05 14:50:37+00:00,direct,unknown
22484,2012-09-05 14:50:50+00:00,Google,unknown
22485,2012-09-05 14:52:10+00:00,Google,unknown
22486,2012-09-05 14:53:29+00:00,Bing,unknown
22487,2012-09-05 14:58:05+00:00,Google,unknown
22488,2012-09-05 14:58:44+00:00,Google,unknown
22489,2012-09-05 14:59:11+00:00,Google,unknown
22490,2012-09-05 15:01:20+00:00,Bing,unknown
22491,2012-09-05 15:05:30+00:00,Google,unknown
22492,2012-09-05 15:11:32+00:00,Bing,unknown
22493,2012-09-05 15:13:50+00:00,Google,unknown
22494,2012-09-05 15:16:05+00:00,Google,unknown
22495,2012-09-05 15:17:46+00:00,Google,unknown
22496,2012-09-05 15:18:32+00:00,Bing,unknown
22497,2012-09-05 15:19:01+00:00,Google,unknown
22498,2012-09-05 15:20:23+00:00,Google,unknown
22499,2012-09-05 15:24:46+00:00,Google,unknown
22500,2012-09-05 15:28:15+00:00,Bing,unknown
22501,2012-09-05 15:29:19+00:00,Google,unknown
22502,2012-09-05 15:29:22+00:00,Google,unknown
22503,2012-09-05 15:29:48+00:00,Google,unknown
22504,2012-09-05 15:32:04+00:00,Bing,unknown
22505,2012-09-05 15:36:45+00:00,Google,unknown
22506,2012-09-05 15:40:25+00:00,Google,unknown
22507,2012-09-05 15:46:00+00:00,Google,unknown
22508,2012-09-05 15:47:33+00:00,Bing,unknown
22509,2012-09-05 15:52:42+00:00,Bing,unknown
22510,2012-09-05 15:53:24+00:00,Google,unknown
22511,2012-09-05 15:54:23+00:00,Google,unknown
22512,2012-09-05 15:54:48+00:00,Google,unknown
22513,2012-09-05 16:00:16+00:00,Google,unknown
22514,2012-09-05 16:12:22+00:00,Bing,unknown
22515,2012-09-05 16:16:18+00:00,Bing,unknown
22516,2012-09-05 16:18:58+00:00,Google,unknown
22517,2012-09-05 16:20:15+00:00,Google,unknown
22518,2012-09-05 16:21:01+00:00,Google,unknown
22519,2012-09-05 16:21:50+00:00,Google,unknown
22520,2012-09-05 16:23:44+00:00,Google,unknown
22521,2012-09-05 16:24:17+00:00,Google,unknown
22522,2012-09-05 16:28:06+00:00,Bing,unknown
22523,2012-09-05 16:44:14+00:00,Google,unknown
22524,2012-09-05 16:48:34+00:00,Google,unknown
22525,2012-09-05 16:52:04+00:00,Google,unknown
22526,2012-09-05 16:54:25+00:00,Google,unknown
22527,2012-09-05 16:55:20+00:00,Bing,unknown
22528,2012-09-05 17:01:27+00:00,Bing,unknown
22529,2012-09-05 17:02:12+00:00,Google,unknown
22530,2012-09-05 17:07:32+00:00,Google,unknown
22531,2012-09-05 17:09:41+00:00,Bing,unknown
22532,2012-09-05 17:29:02+00:00,Google,unknown
22533,2012-09-05 17:29:04+00:00,Bing,unknown
22534,2012-09-05 17:30:37+00:00,Google,unknown
22535,2012-09-05 17:38:03+00:00,Google,unknown
22536,2012-09-05 17:41:31+00:00,Google,unknown
22537,2012-09-05 17:41:32+00:00,Google,unknown
22538,2012-09-05 17:42:14+00:00,Google,unknown
22539,2012-09-05 17:46:56+00:00,Bing,unknown
22540,2012-09-05 17:56:40+00:00,Bing,unknown
22541,2012-09-05 17:58:31+00:00,Google,unknown
22542,2012-09-05 18:06:59+00:00,Google,unknown
22543,2012-09-05 18:25:20+00:00,Google,unknown
22544,2012-09-05 18:28:19+00:00,Google,unknown
22545,2012-09-05 18:28:47+00:00,Google,unknown
22546,2012-09-05 18:29:16+00:00,Google,unknown
22547,2012-09-05 18:31:57+00:00,Bing,unknown
22548,2012-09-05 18:32:27+00:00,Google,unknown
22549,2012-09-05 18:35:01+00:00,Bing,unknown
22550,2012-09-05 18:35:36+00:00,Google,unknown
22551,2012-09-05 18:40:56+00:00,Referral,unknown
22552,2012-09-05 18:44:39+00:00,Google,unknown
22553,2012-09-05 18:50:48+00:00,Google,unknown
22554,2012-09-05 18:55:12+00:00,Google,unknown
22555,2012-09-05 18:59:54+00:00,Google,unknown
22556,2012-09-05 19:32:47+00:00,Google,unknown
22557,2012-09-05 19:56:22+00:00,Google,unknown
22558,2012-09-05 19:57:13+00:00,Bing,unknown
22559,2012-09-05 20:14:54+00:00,Google,unknown
22560,2012-09-05 20:19:21+00:00,Google,unknown
22561,2012-09-05 20:21:56+00:00,Google,unknown
22562,2012-09-05 20:26:21+00:00,Google,unknown
22563,2012-09-05 20:37:23+00:00,Google,unknown
22564,2012-09-05 20:38:35+00:00,Google,unknown
22565,2012-09-05 21:02:30+00:00,Google,unknown
22566,2012-09-05 21:04:33+00:00,Bing,unknown
22567,2012-09-05 21:25:51+00:00,Google,unknown
22568,2012-09-05 21:28:35+00:00,Google,unknown
22569,2012-09-05 21:30:59+00:00,Google,unknown
22570,2012-09-05 21:32:19+00:00,Google,unknown
22571,2012-09-05 21:40:00+00:00,Google,unknown
22572,2012-09-05 21:40:26+00:00,Bing,unknown
22573,2012-09-05 21:54:27+00:00,Bing,unknown
22574,2012-09-05 22:00:34+00:00,Google,unknown
22575,2012-09-05 22:06:30+00:00,Google,unknown
22576,2012-09-05 22:07:22+00:00,Google,unknown
22577,2012-09-05 22:09:01+00:00,Google,unknown
22578,2012-09-05 22:09:28+00:00,Bing,unknown
22579,2012-09-05 22:10:32+00:00,Google,unknown
22580,2012-09-05 22:26:12+00:00,Google,unknown
22581,2012-09-05 22:30:57+00:00,Google,unknown
22582,2012-09-05 22:41:58+00:00,Google,unknown
22583,2012-09-05 22:44:23+00:00,Google,unknown
22584,2012-09-05 22:45:19+00:00,Google,unknown
22585,2012-09-05 22:45:29+00:00,Google,unknown
22586,2012-09-05 22:49:39+00:00,Google,unknown
22587,2012-09-05 22:50:47+00:00,Google,unknown
22588,2012-09-05 22:56:54+00:00,Google,unknown
22589,2012-09-05 22:58:51+00:00,Google,unknown
22590,2012-09-05 23:06:14+00:00,Google,unknown
22591,2012-09-05 23:08:45+00:00,Google,unknown
22592,2012-09-05 23:17:18+00:00,Bing,unknown
22593,2012-09-05 23:23:36+00:00,Google,unknown
22594,2012-09-05 23:28:01+00:00,Bing,unknown
22595,2012-09-05 23:29:40+00:00,Google,unknown
22596,2012-09-06 00:01:48+00:00,Google,unknown
22597,2012-09-06 00:05:14+00:00,Bing,unknown
22598,2012-09-06 00:26:31+00:00,Google,unknown
22599,2012-09-06 00:37:25+00:00,Bing,unknown
22600,2012-09-06 00:43:44+00:00,Google,unknown
22601,2012-09-06 00:55:36+00:00,Google,unknown
22602,2012-09-06 00:56:47+00:00,Referral,unknown
22603,2012-09-06 01:07:22+00:00,Google,unknown
22604,2012-09-06 01:31:14+00:00,Bing,unknown
22605,2012-09-06 01:52:00+00:00,Google,unknown
22606,2012-09-06 02:00:39+00:00,Google,unknown
22607,2012-09-06 02:14:44+00:00,Google,unknown
22608,2012-09-06 02:29:03+00:00,Google,unknown
22609,2012-09-06 02:33:37+00:00,Google,unknown
22610,2012-09-06 02:33:43+00:00,Google,unknown
22611,2012-09-06 02:43:07+00:00,Google,unknown
22612,2012-09-06 02:51:16+00:00,Bing,unknown
22613,2012-09-06 03:02:44+00:00,Google,unknown
22614,2012-09-06 03:02:54+00:00,Bing,unknown
22615,2012-09-06 03:44:13+00:00,Google,unknown
22616,2012-09-06 03:46:25+00:00,Google,unknown
22617,2012-09-06 03:54:04+00:00,Google,unknown
22618,2012-09-06 03:59:19+00:00,Google,unknown
22619,2012-09-06 04:01:37+00:00,Google,unknown
22620,2012-09-06 04:23:50+00:00,Bing,unknown
22621,2012-09-06 05:18:09+00:00,Google,unknown
22622,2012-09-06 05:34:59+00:00,Google,unknown
22623,2012-09-06 05:49:52+00:00,Google,unknown
22624,2012-09-06 07:08:17+00:00,Google,unknown
22625,2012-09-06 07:08:29+00:00,Google,unknown
22626,2012-09-06 07:15:43+00:00,Bing,unknown
22627,2012-09-06 07:20:20+00:00,Google,unknown
22628,2012-09-06 07:41:32+00:00,Google,unknown
22629,2012-09-06 07:56:42+00:00,Bing,unknown
22630,2012-09-06 08:00:58+00:00,Bing,unknown
22631,2012-09-06 08:09:53+00:00,Google,unknown
22632,2012-09-06 08:11:48+00:00,Google,unknown
22633,2012-09-06 08:30:52+00:00,Google,unknown
22634,2012-09-06 08:32:45+00:00,Google,unknown
22635,2012-09-06 08:53:25+00:00,Google,unknown
22636,2012-09-06 08:53:53+00:00,Google,unknown
22637,2012-09-06 08:54:18+00:00,Google,unknown
22638,2012-09-06 09:02:08+00:00,Google,unknown
22639,2012-09-06 09:03:37+00:00,Google,unknown
22640,2012-09-06 09:03:55+00:00,Bing,unknown
22641,2012-09-06 09:07:33+00:00,Bing,unknown
22642,2012-09-06 09:15:04+00:00,Google,unknown
22643,2012-09-06 09:16:18+00:00,Google,unknown
22644,2012-09-06 09:16:23+00:00,Google,unknown
22645,2012-09-06 09:20:00+00:00,Google,unknown
22646,2012-09-06 09:22:59+00:00,Bing,unknown
22647,2012-09-06 09:28:04+00:00,Google,unknown
22648,2012-09-06 09:39:39+00:00,Google,unknown
22649,2012-09-06 09:47:46+00:00,Referral,unknown
22650,2012-09-06 09:49:23+00:00,Google,unknown
22651,2012-09-06 09:55:55+00:00,Google,unknown
22652,2012-09-06 10:06:06+00:00,Google,unknown
22653,2012-09-06 10:09:45+00:00,Google,unknown
22654,2012-09-06 10:16:33+00:00,Bing,unknown
22655,2012-09-06 10:23:42+00:00,Google,unknown
22656,2012-09-06 10:26:02+00:00,Google,unknown
22657,2012-09-06 10:27:39+00:00,Google,unknown
22658,2012-09-06 10:29:48+00:00,Google,unknown
22659,2012-09-06 10:33:11+00:00,Bing,unknown
22660,2012-09-06 10:33:41+00:00,Google,unknown
22661,2012-09-06 10:34:40+00:00,Bing,unknown
22662,2012-09-06 10:38:53+00:00,Google,unknown
22663,2012-09-06 10:42:35+00:00,Bing,unknown
22664,2012-09-06 10:44:23+00:00,Google,unknown
22665,2012-09-06 10:47:27+00:00,Google,unknown
22666,2012-09-06 11:00:25+00:00,Google,unknown
22667,2012-09-06 11:01:54+00:00,Google,unknown
22668,2012-09-06 11:02:01+00:00,Google,unknown
22669,2012-09-06 11:02:24+00:00,Google,unknown
22670,2012-09-06 11:03:08+00:00,Google,unknown
22671,2012-09-06 11:03:45+00:00,Google,unknown
22672,2012-09-06 11:14:20+00:00,Bing,unknown
22673,2012-09-06 11:16:08+00:00,Google,unknown
22674,2012-09-06 11:26:15+00:00,Google,unknown
22675,2012-09-06 11:29:50+00:00,Bing,unknown
22676,2012-09-06 11:35:20+00:00,Google,unknown
22677,2012-09-06 11:47:22+00:00,Google,unknown
22678,2012-09-06 11:52:12+00:00,Google,unknown
22679,2012-09-06 12:03:54+00:00,Bing,unknown
22680,2012-09-06 12:06:38+00:00,Google,unknown
22681,2012-09-06 12:09:33+00:00,Google,unknown
22682,2012-09-06 12:13:17+00:00,Bing,unknown
22683,2012-09-06 12:13:24+00:00,Google,unknown
22684,2012-09-06 12:23:39+00:00,Bing,unknown
22685,2012-09-06 12:23:57+00:00,Google,unknown
22686,2012-09-06 12:40:12+00:00,Google,unknown
22687,2012-09-06 12:52:17+00:00,Google,unknown
22688,2012-09-06 12:53:55+00:00,Bing,unknown
22689,2012-09-06 12:54:09+00:00,Bing,unknown
22690,2012-09-06 12:54:32+00:00,Bing,unknown
22691,2012-09-06 12:58:20+00:00,Google,unknown
22692,2012-09-06 12:58:25+00:00,Google,unknown
22693,2012-09-06 13:08:53+00:00,Bing,unknown
22694,2012-09-06 13:16:30+00:00,Google,unknown
22695,2012-09-06 13:16:32+00:00,Google,unknown
22696,2012-09-06 13:18:29+00:00,Bing,unknown
22697,2012-09-06 13:26:41+00:00,Bing,unknown
22698,2012-09-06 13:27:59+00:00,Bing,unknown
22699,2012-09-06 13:39:15+00:00,Google,unknown
22700,2012-09-06 13:42:26+00:00,Google,unknown
22701,2012-09-06 13:44:59+00:00,Google,unknown
22702,2012-09-06 13:47:25+00:00,Google,unknown
22703,2012-09-06 13:47:34+00:00,Google,unknown
22704,2012-09-06 13:47:54+00:00,Google,unknown
22705,2012-09-06 13:51:11+00:00,Google,unknown
22706,2012-09-06 13:51:24+00:00,Google,unknown
22707,2012-09-06 14:05:15+00:00,Bing,unknown
22708,2012-09-06 14:07:13+00:00,Google,unknown
22709,2012-09-06 14:10:39+00:00,Bing,unknown
22710,2012-09-06 14:11:08+00:00,Google,unknown
22711,2012-09-06 14:12:21+00:00,Google,unknown
22712,2012-09-06 14:13:15+00:00,Bing,unknown
22713,2012-09-06 14:16:17+00:00,Google,unknown
22714,2012-09-06 14:17:39+00:00,Google,unknown
22715,2012-09-06 14:22:54+00:00,Google,unknown
22716,2012-09-06 14:28:06+00:00,Google,unknown
22717,2012-09-06 14:30:18+00:00,Google,unknown
22718,2012-09-06 14:31:40+00:00,Google,unknown
22719,2012-09-06 14:39:43+00:00,Referral,unknown
22720,2012-09-06 14:41:32+00:00,Google,unknown
22721,2012-09-06 14:48:38+00:00,Bing,unknown
22722,2012-09-06 14:50:37+00:00,direct,unknown
22723,2012-09-06 14:52:10+00:00,Google,unknown
22724,2012-09-06 14:52:32+00:00,Google,unknown
22725,2012-09-06 14:57:39+00:00,direct,unknown
22726,2012-09-06 14:59:55+00:00,Google,unknown
22727,2012-09-06 15:00:19+00:00,Google,unknown
22728,2012-09-06 15:02:12+00:00,Referral,unknown
22729,2012-09-06 15:10:55+00:00,Google,unknown
22730,2012-09-06 15:10:59+00:00,Google,unknown
22731,2012-09-06 15:11:30+00:00,Google,unknown
22732,2012-09-06 15:16:53+00:00,Bing,unknown
22733,2012-09-06 15:17:23+00:00,Bing,unknown
22734,2012-09-06 15:20:26+00:00,Google,unknown
22735,2012-09-06 15:20:39+00:00,Google,unknown
22736,2012-09-06 15:22:23+00:00,Google,unknown
22737,2012-09-06 15:25:32+00:00,Bing,unknown
22738,2012-09-06 15:32:27+00:00,Google,unknown
22739,2012-09-06 15:32:46+00:00,Bing,unknown
22740,2012-09-06 15:39:54+00:00,Google,unknown
22741,2012-09-06 15:43:43+00:00,Google,unknown
22742,2012-09-06 15:49:44+00:00,Bing,unknown
22743,2012-09-06 15:52:55+00:00,Google,unknown
22744,2012-09-06 16:03:11+00:00,Google,unknown
22745,2012-09-06 16:07:36+00:00,Google,unknown
22746,2012-09-06 16:08:49+00:00,Google,unknown
22747,2012-09-06 16:09:41+00:00,Google,unknown
22748,2012-09-06 16:12:51+00:00,Google,unknown
22749,2012-09-06 16:16:17+00:00,Google,unknown
22750,2012-09-06 16:19:27+00:00,Google,unknown
22751,2012-09-06 16:20:18+00:00,Google,unknown
22752,2012-09-06 16:33:59+00:00,Google,unknown
22753,2012-09-06 16:35:30+00:00,Google,unknown
22754,2012-09-06 16:39:32+00:00,Google,unknown
22755,2012-09-06 16:49:26+00:00,Bing,unknown
22756,2012-09-06 16:49:55+00:00,Google,unknown
22757,2012-09-06 16:55:40+00:00,Google,unknown
22758,2012-09-06 16:57:01+00:00,Google,unknown
22759,2012-09-06 16:58:53+00:00,Google,unknown
22760,2012-09-06 17:12:15+00:00,Referral,unknown
22761,2012-09-06 17:12:29+00:00,Google,unknown
22762,2012-09-06 17:21:52+00:00,Google,unknown
22763,2012-09-06 17:22:04+00:00,Bing,unknown
22764,2012-09-06 17:33:33+00:00,Bing,unknown
22765,2012-09-06 17:34:19+00:00,Google,unknown
22766,2012-09-06 17:42:22+00:00,Bing,unknown
22767,2012-09-06 17:47:36+00:00,Google,unknown
22768,2012-09-06 17:50:17+00:00,Google,unknown
22769,2012-09-06 17:56:38+00:00,Google,unknown
22770,2012-09-06 18:13:23+00:00,Google,unknown
22771,2012-09-06 18:19:43+00:00,Google,unknown
22772,2012-09-06 18:24:56+00:00,Google,unknown
22773,2012-09-06 18:35:07+00:00,Google,unknown
22774,2012-09-06 18:36:14+00:00,Google,unknown
22775,2012-09-06 18:48:37+00:00,Bing,unknown
22776,2012-09-06 18:50:24+00:00,Google,unknown
22777,2012-09-06 18:51:29+00:00,Google,unknown
22778,2012-09-06 18:54:07+00:00,Google,unknown
22779,2012-09-06 18:56:25+00:00,Bing,unknown
22780,2012-09-06 19:03:19+00:00,Bing,unknown
22781,2012-09-06 19:04:15+00:00,Bing,unknown
22782,2012-09-06 19:17:29+00:00,Google,unknown
22783,2012-09-06 19:18:55+00:00,Google,unknown
22784,2012-09-06 19:22:00+00:00,Google,unknown
22785,2012-09-06 19:22:58+00:00,Google,unknown
22786,2012-09-06 19:23:08+00:00,Google,unknown
22787,2012-09-06 19:23:37+00:00,Google,unknown
22788,2012-09-06 19:29:18+00:00,Google,unknown
22789,2012-09-06 19:34:56+00:00,Bing,unknown
22790,2012-09-06 19:38:22+00:00,Google,unknown
22791,2012-09-06 19:38:22+00:00,Google,unknown
22792,2012-09-06 19:44:23+00:00,Bing,unknown
22793,2012-09-06 20:09:04+00:00,Google,unknown
22794,2012-09-06 20:11:01+00:00,Google,unknown
22795,2012-09-06 20:14:00+00:00,Bing,unknown
22796,2012-09-06 20:20:49+00:00,Google,unknown
22797,2012-09-06 20:23:05+00:00,Google,unknown
22798,2012-09-06 20:23:58+00:00,Google,unknown
22799,2012-09-06 20:24:09+00:00,Google,unknown
22800,2012-09-06 20:30:53+00:00,Google,unknown
22801,2012-09-06 20:46:54+00:00,Bing,unknown
22802,2012-09-06 21:01:21+00:00,Google,unknown
22803,2012-09-06 21:07:37+00:00,Google,unknown
22804,2012-09-06 21:08:56+00:00,Bing,unknown
22805,2012-09-06 21:11:10+00:00,Bing,unknown
22806,2012-09-06 21:17:04+00:00,Bing,unknown
22807,2012-09-06 21:17:05+00:00,Google,unknown
22808,2012-09-06 21:18:02+00:00,Google,unknown
22809,2012-09-06 21:24:22+00:00,Bing,unknown
22810,2012-09-06 21:31:07+00:00,Google,unknown
22811,2012-09-06 21:40:37+00:00,Bing,unknown
22812,2012-09-06 21:42:00+00:00,Bing,unknown
22813,2012-09-06 21:44:54+00:00,Google,unknown
22814,2012-09-06 22:00:35+00:00,Bing,unknown
22815,2012-09-06 22:06:22+00:00,Google,unknown
22816,2012-09-06 22:30:32+00:00,Bing,unknown
22817,2012-09-06 22:32:17+00:00,Google,unknown
22818,2012-09-06 22:34:26+00:00,Google,unknown
22819,2012-09-06 22:39:05+00:00,Google,unknown
22820,2012-09-06 22:46:06+00:00,Bing,unknown
22821,2012-09-06 22:52:28+00:00,Bing,unknown
22822,2012-09-06 23:26:42+00:00,Google,unknown
22823,2012-09-06 23:27:49+00:00,Google,unknown
22824,2012-09-06 23:31:50+00:00,Google,unknown
22825,2012-09-06 23:32:59+00:00,Google,unknown
22826,2012-09-07 00:09:34+00:00,Bing,unknown
22827,2012-09-07 00:28:04+00:00,Bing,unknown
22828,2012-09-07 00:37:56+00:00,Google,unknown
22829,2012-09-07 00:43:10+00:00,Bing,unknown
22830,2012-09-07 00:57:31+00:00,Google,unknown
22831,2012-09-07 01:20:48+00:00,Google,unknown
22832,2012-09-07 01:20:55+00:00,Google,unknown
22833,2012-09-07 02:19:05+00:00,Google,unknown
22834,2012-09-07 02:22:39+00:00,Bing,unknown
22835,2012-09-07 03:34:21+00:00,Google,unknown
22836,2012-09-07 04:08:51+00:00,Google,unknown
22837,2012-09-07 04:46:16+00:00,Google,unknown
22838,2012-09-07 05:14:53+00:00,Bing,unknown
22839,2012-09-07 05:16:20+00:00,Google,unknown
22840,2012-09-07 05:18:08+00:00,Google,unknown
22841,2012-09-07 05:19:23+00:00,Bing,unknown
22842,2012-09-07 05:19:57+00:00,Google,unknown
22843,2012-09-07 05:19:58+00:00,Google,unknown
22844,2012-09-07 05:23:25+00:00,direct,unknown
22845,2012-09-07 05:35:42+00:00,Bing,unknown
22846,2012-09-07 05:50:06+00:00,Google,unknown
22847,2012-09-07 06:15:15+00:00,Google,unknown
22848,2012-09-07 06:21:24+00:00,Google,unknown
22849,2012-09-07 06:26:30+00:00,Google,unknown
22850,2012-09-07 06:32:30+00:00,Referral,unknown
22851,2012-09-07 06:36:23+00:00,Referral,unknown
22852,2012-09-07 06:51:14+00:00,Bing,unknown
22853,2012-09-07 07:02:36+00:00,Google,unknown
22854,2012-09-07 07:20:12+00:00,Google,unknown
22855,2012-09-07 07:31:11+00:00,direct,unknown
22856,2012-09-07 07:32:59+00:00,Google,unknown
22857,2012-09-07 07:42:16+00:00,Google,unknown
22858,2012-09-07 07:47:37+00:00,Google,unknown
22859,2012-09-07 07:50:00+00:00,direct,unknown
22860,2012-09-07 07:53:40+00:00,Google,unknown
22861,2012-09-07 08:20:13+00:00,Bing,unknown
22862,2012-09-07 08:20:36+00:00,Google,unknown
22863,2012-09-07 08:24:55+00:00,Bing,unknown
22864,2012-09-07 08:26:57+00:00,Google,unknown
22865,2012-09-07 08:40:57+00:00,Google,unknown
22866,2012-09-07 08:53:03+00:00,Google,unknown
22867,2012-09-07 08:53:52+00:00,Google,unknown
22868,2012-09-07 08:54:57+00:00,Bing,unknown
22869,2012-09-07 08:58:29+00:00,Google,unknown
22870,2012-09-07 09:10:09+00:00,Google,unknown
22871,2012-09-07 09:10:43+00:00,Bing,unknown
22872,2012-09-07 09:12:44+00:00,Google,unknown
22873,2012-09-07 09:14:46+00:00,Google,unknown
22874,2012-09-07 09:19:28+00:00,Google,unknown
22875,2012-09-07 09:24:19+00:00,Google,unknown
22876,2012-09-07 09:36:40+00:00,Referral,unknown
22877,2012-09-07 09:43:32+00:00,Google,unknown
22878,2012-09-07 09:47:12+00:00,Google,unknown
22879,2012-09-07 09:52:02+00:00,Google,unknown
22880,2012-09-07 09:57:16+00:00,Google,unknown
22881,2012-09-07 09:57:31+00:00,Google,unknown
22882,2012-09-07 09:58:22+00:00,Google,unknown
22883,2012-09-07 09:59:04+00:00,Google,unknown
22884,2012-09-07 10:01:24+00:00,Google,unknown
22885,2012-09-07 10:09:55+00:00,Google,unknown
22886,2012-09-07 10:14:31+00:00,Google,unknown
22887,2012-09-07 10:14:54+00:00,Google,unknown
22888,2012-09-07 10:18:56+00:00,Google,unknown
22889,2012-09-07 10:19:41+00:00,Bing,unknown
22890,2012-09-07 10:20:38+00:00,Google,unknown
22891,2012-09-07 10:21:26+00:00,Google,unknown
22892,2012-09-07 10:22:38+00:00,Google,unknown
22893,2012-09-07 10:24:03+00:00,direct,unknown
22894,2012-09-07 10:30:03+00:00,Bing,unknown
22895,2012-09-07 10:45:18+00:00,Google,unknown
22896,2012-09-07 10:45:43+00:00,Google,unknown
22897,2012-09-07 10:47:08+00:00,Google,unknown
22898,2012-09-07 10:49:51+00:00,Bing,unknown
22899,2012-09-07 10:51:55+00:00,Referral,unknown
22900,2012-09-07 11:04:24+00:00,Google,unknown
22901,2012-09-07 11:08:49+00:00,Bing,unknown
22902,2012-09-07 11:11:08+00:00,Google,unknown
22903,2012-09-07 11:14:12+00:00,Referral,unknown
22904,2012-09-07 11:14:28+00:00,Google,unknown
22905,2012-09-07 11:15:44+00:00,Bing,unknown
22906,2012-09-07 11:33:09+00:00,Google,unknown
22907,2012-09-07 11:35:38+00:00,Google,unknown
22908,2012-09-07 11:37:50+00:00,Google,unknown
22909,2012-09-07 11:41:59+00:00,Google,unknown
22910,2012-09-07 11:44:20+00:00,Bing,unknown
22911,2012-09-07 11:49:03+00:00,Google,unknown
22912,2012-09-07 11:49:05+00:00,Google,unknown
22913,2012-09-07 11:51:45+00:00,Bing,unknown
22914,2012-09-07 11:52:19+00:00,Bing,unknown
22915,2012-09-07 11:56:49+00:00,Google,unknown
22916,2012-09-07 11:57:23+00:00,Google,unknown
22917,2012-09-07 12:00:29+00:00,Bing,unknown
22918,2012-09-07 12:01:11+00:00,Bing,unknown
22919,2012-09-07 12:02:57+00:00,Google,unknown
22920,2012-09-07 12:06:39+00:00,direct,unknown
22921,2012-09-07 12:08:21+00:00,Bing,unknown
22922,2012-09-07 12:13:42+00:00,Google,unknown
22923,2012-09-07 12:24:05+00:00,Bing,unknown
22924,2012-09-07 12:25:06+00:00,Google,unknown
22925,2012-09-07 12:30:55+00:00,Google,unknown
22926,2012-09-07 12:33:43+00:00,Google,unknown
22927,2012-09-07 12:36:50+00:00,Bing,unknown
22928,2012-09-07 12:36:59+00:00,Google,unknown
22929,2012-09-07 12:38:14+00:00,Google,unknown
22930,2012-09-07 12:44:39+00:00,Google,unknown
22931,2012-09-07 12:48:26+00:00,Bing,unknown
22932,2012-09-07 12:55:34+00:00,Bing,unknown
22933,2012-09-07 12:56:23+00:00,Google,unknown
22934,2012-09-07 12:56:45+00:00,Google,unknown
22935,2012-09-07 12:59:45+00:00,Google,unknown
22936,2012-09-07 13:02:57+00:00,Google,unknown
22937,2012-09-07 13:04:40+00:00,Google,unknown
22938,2012-09-07 13:07:36+00:00,Bing,unknown
22939,2012-09-07 13:10:03+00:00,Google,unknown
22940,2012-09-07 13:23:57+00:00,Bing,unknown
22941,2012-09-07 13:31:24+00:00,Google,unknown
22942,2012-09-07 13:32:00+00:00,Google,unknown
22943,2012-09-07 13:32:52+00:00,Google,unknown
22944,2012-09-07 13:34:01+00:00,Google,unknown
22945,2012-09-07 13:34:45+00:00,Google,unknown
22946,2012-09-07 13:39:43+00:00,Google,unknown
22947,2012-09-07 13:45:03+00:00,Google,unknown
22948,2012-09-07 13:56:14+00:00,Bing,unknown
22949,2012-09-07 14:01:28+00:00,Google,unknown
22950,2012-09-07 14:04:36+00:00,Google,unknown
22951,2012-09-07 14:12:09+00:00,Google,unknown
22952,2012-09-07 14:14:31+00:00,Bing,unknown
22953,2012-09-07 14:32:47+00:00,Google,unknown
22954,2012-09-07 14:36:22+00:00,direct,unknown
22955,2012-09-07 14:45:34+00:00,Google,unknown
22956,2012-09-07 14:48:40+00:00,Google,unknown
22957,2012-09-07 14:54:33+00:00,Bing,unknown
22958,2012-09-07 14:55:38+00:00,Bing,unknown
22959,2012-09-07 14:56:12+00:00,Google,unknown
22960,2012-09-07 15:00:48+00:00,Google,unknown
22961,2012-09-07 15:13:02+00:00,Google,unknown
22962,2012-09-07 15:17:26+00:00,Google,unknown
