date,channel,campaign,spend,clicks,impressions,sales_cost
2012-12-21,Affiliate,(organic/referral),4.95,33,66,0.25
2012-12-21,Bing,brand,4.4,4,16,0.53
2012-12-21,Bing,nonbrand,75.9,69,276,9.11
2012-12-21,Google,brand,33.75,25,125,4.05
2012-12-21,Google,nonbrand,384.75,285,1425,46.17
2012-12-21,direct,(direct),0.0,20,20,0.0
2012-12-22,Affiliate,(organic/referral),2.1,14,28,0.11
2012-12-22,Bing,brand,2.2,2,8,0.26
2012-12-22,Bing,nonbrand,47.3,43,172,5.68
2012-12-22,Google,brand,12.15,9,45,1.46
2012-12-22,Google,nonbrand,183.6,136,680,22.03
2012-12-22,direct,(direct),0.0,15,15,0.0
2012-12-23,Affiliate,(organic/referral),1.2,8,16,0.06
2012-12-23,Bing,brand,6.6,6,24,0.79
2012-12-23,Bing,nonbrand,18.7,17,68,2.24
2012-12-23,Google,brand,16.2,12,60,1.94
2012-12-23,Google,nonbrand,113.4,84,420,13.61
2012-12-23,direct,(direct),0.0,12,12,0.0
2012-12-24,Affiliate,(organic/referral),4.5,30,60,0.22
2012-12-24,Bing,brand,12.1,11,44,1.45
2012-12-24,Bing,nonbrand,46.2,42,168,5.54
2012-12-24,Google,brand,35.1,26,130,4.21
2012-12-24,Google,nonbrand,202.5,150,750,24.3
2012-12-24,direct,(direct),0.0,21,21,0.0
2012-12-25,Affiliate,(organic/referral),3.0,20,40,0.15
2012-12-25,Bing,brand,2.2,2,8,0.26
2012-12-25,Bing,nonbrand,33.0,30,120,3.96
2012-12-25,Google,brand,24.3,18,90,2.92
2012-12-25,Google,nonbrand,184.95,137,685,22.19
2012-12-25,direct,(direct),0.0,26,26,0.0
2012-12-26,Affiliate,(organic/referral),3.15,21,42,0.16
2012-12-26,Bing,brand,5.5,5,20,0.66
2012-12-26,Bing,nonbrand,35.2,32,128,4.22
2012-12-26,Google,brand,31.05,23,115,3.73
2012-12-26,Google,nonbrand,263.25,195,975,31.59
2012-12-26,direct,(direct),0.0,24,24,0.0
2012-12-27,Affiliate,(organic/referral),4.65,31,62,0.23
2012-12-27,Bing,brand,5.5,5,20,0.66
2012-12-27,Bing,nonbrand,48.4,44,176,5.81
2012-12-27,Google,brand,25.65,19,95,3.08
2012-12-27,Google,nonbrand,260.55,193,965,31.27
2012-12-27,direct,(direct),0.0,18,18,0.0
2012-12-28,Affiliate,(organic/referral),3.75,25,50,0.19
2012-12-28,Bing,brand,3.3,3,12,0.4
2012-12-28,Bing,nonbrand,39.6,36,144,4.75
2012-12-28,Google,brand,29.7,22,110,3.56
2012-12-28,Google,nonbrand,226.8,168,840,27.22
2012-12-28,direct,(direct),0.0,18,18,0.0
2012-12-29,Affiliate,(organic/referral),2.7,18,36,0.13
2012-12-29,Bing,brand,3.3,3,12,0.4
2012-12-29,Bing,nonbrand,23.1,21,84,2.77
2012-12-29,Google,brand,13.5,10,50,1.62
2012-12-29,Google,nonbrand,112.05,83,415,13.45
2012-12-29,direct,(direct),0.0,13,13,0.0
2012-12-30,Affiliate,(organic/referral),3.0,20,40,0.15
2012-12-30,Bing,brand,4.4,4,16,0.53
2012-12-30,Google,brand,14.85,11,55,1.78
2012-12-30,Google,nonbrand,76.95,57,285,9.23
2012-12-30,direct,(direct),0.0,11,11,0.0
2012-12-31,Affiliate,(organic/referral),4.05,27,54,0.2
2012-12-31,Bing,brand,3.3,3,12,0.4
2012-12-31,Bing,nonbrand,7.7,7,28,0.92
2012-12-31,Google,brand,28.35,21,105,3.4
2012-12-31,Google,nonbrand,171.45,127,635,20.57
2012-12-31,direct,(direct),0.0,21,21,0.0
2013-01-01,Affiliate,(organic/referral),3.6,24,48,0.18
2013-01-01,Bing,nonbrand,17.6,16,64,2.11
2013-01-01,Google,brand,31.05,23,115,3.73
2013-01-01,Google,nonbrand,176.85,131,655,21.22
2013-01-01,direct,(direct),0.0,23,23,0.0
2013-01-02,Affiliate,(organic/referral),4.35,29,58,0.22
2013-01-02,Bing,brand,5.5,5,20,0.66
2013-01-02,Bing,nonbrand,36.3,33,132,4.36
2013-01-02,Google,brand,24.3,18,90,2.92
2013-01-02,Google,nonbrand,195.75,145,725,23.49
2013-01-02,direct,(direct),0.0,23,23,0.0
2013-01-03,Affiliate,(organic/referral),4.35,29,58,0.22
2013-01-03,Bing,brand,4.4,4,16,0.53
2013-01-03,Bing,nonbrand,24.2,22,88,2.9
2013-01-03,Google,brand,16.2,12,60,1.94
2013-01-03,Google,nonbrand,198.45,147,735,23.81
2013-01-03,direct,(direct),0.0,19,19,0.0
2013-01-04,Affiliate,(organic/referral),4.5,30,60,0.22
2013-01-04,Bing,brand,3.3,3,12,0.4
2013-01-04,Bing,nonbrand,20.9,19,76,2.51
2013-01-04,Google,brand,22.95,17,85,2.75
2013-01-04,Google,nonbrand,182.25,135,675,21.87
2013-01-04,direct,(direct),0.0,18,18,0.0
2013-01-05,Affiliate,(organic/referral),1.65,11,22,0.08
2013-01-05,Bing,brand,2.2,2,8,0.26
2013-01-05,Bing,nonbrand,28.6,26,104,3.43
2013-01-05,Google,brand,13.5,10,50,1.62
2013-01-05,Google,nonbrand,85.05,63,315,10.21
2013-01-05,direct,(direct),0.0,6,6,0.0
2013-01-06,Affiliate,(organic/referral),1.8,12,24,0.09
2013-01-06,Bing,nonbrand,39.6,36,144,4.75
2013-01-06,Google,brand,5.4,4,20,0.65
2013-01-06,Google,nonbrand,83.7,62,310,10.04
2013-01-06,direct,(direct),0.0,14,14,0.0
2013-01-07,Affiliate,(organic/referral),3.0,20,40,0.15
2013-01-07,Bing,brand,4.4,4,16,0.53
2013-01-07,Bing,nonbrand,41.8,38,152,5.02
2013-01-07,Google,brand,31.05,23,115,3.73
2013-01-07,Google,nonbrand,176.85,131,655,21.22
2013-01-07,direct,(direct),0.0,26,26,0.0
2013-01-08,Affiliate,(organic/referral),3.0,20,40,0.15
2013-01-08,Bing,brand,4.4,4,16,0.53
2013-01-08,Bing,nonbrand,34.1,31,124,4.09
2013-01-08,Google,brand,21.6,16,80,2.59
2013-01-08,Google,nonbrand,170.1,126,630,20.41
2013-01-08,direct,(direct),0.0,24,24,0.0
2013-01-09,Affiliate,(organic/referral),4.8,32,64,0.24
2013-01-09,Bing,brand,7.7,7,28,0.92
2013-01-09,Bing,nonbrand,25.3,23,92,3.04
2013-01-09,Google,brand,33.75,25,125,4.05
2013-01-09,Google,nonbrand,187.65,139,695,22.52
2013-01-09,direct,(direct),0.0,34,34,0.0
2013-01-10,Affiliate,(organic/referral),4.35,29,58,0.22
2013-01-10,Bing,brand,4.4,4,16,0.53
2013-01-10,Bing,nonbrand,28.6,26,104,3.43
2013-01-10,Google,brand,25.65,19,95,3.08
2013-01-10,Google,nonbrand,166.05,123,615,19.93
2013-01-10,direct,(direct),0.0,20,20,0.0
2013-01-11,Affiliate,(organic/referral),2.7,18,36,0.13
2013-01-11,Bing,brand,5.5,5,20,0.66
2013-01-11,Bing,nonbrand,25.3,23,92,3.04
2013-01-11,Google,brand,24.3,18,90,2.92
2013-01-11,Google,nonbrand,152.55,113,565,18.31
2013-01-11,direct,(direct),0.0,12,12,0.0
2013-01-12,Affiliate,(organic/referral),1.8,12,24,0.09
2013-01-12,Bing,brand,3.3,3,12,0.4
2013-01-12,Bing,nonbrand,18.7,17,68,2.24
2013-01-12,Google,brand,12.15,9,45,1.46
2013-01-12,Google,nonbrand,81.0,60,300,9.72
2013-01-12,direct,(direct),0.0,10,10,0.0
2013-01-13,Affiliate,(organic/referral),1.2,8,16,0.06
2013-01-13,Bing,brand,1.1,1,4,0.13
2013-01-13,Bing,nonbrand,7.7,7,28,0.92
2013-01-13,Google,brand,8.1,6,30,0.97
2013-01-13,Google,nonbrand,76.95,57,285,9.23
2013-01-13,direct,(direct),0.0,10,10,0.0
2013-01-14,Affiliate,(organic/referral),4.05,27,54,0.2
2013-01-14,Bing,brand,5.5,5,20,0.66
2013-01-14,Bing,nonbrand,31.9,29,116,3.83
2013-01-14,Google,brand,31.05,23,115,3.73
2013-01-14,Google,nonbrand,180.9,134,670,21.71
2013-01-14,direct,(direct),0.0,26,26,0.0
2013-01-15,Affiliate,(organic/referral),4.5,30,60,0.22
2013-01-15,Bing,brand,7.7,7,28,0.92
2013-01-15,Bing,nonbrand,36.3,33,132,4.36
2013-01-15,Google,brand,37.8,28,140,4.54
2013-01-15,Google,nonbrand,171.45,127,635,20.57
2013-01-15,direct,(direct),0.0,21,21,0.0
2013-01-16,Affiliate,(organic/referral),5.55,37,74,0.28
2013-01-16,Bing,brand,5.5,5,20,0.66
2013-01-16,Bing,nonbrand,40.7,37,148,4.88
2013-01-16,Google,brand,31.05,23,115,3.73
2013-01-16,Google,nonbrand,182.25,135,675,21.87
2013-01-16,direct,(direct),0.0,24,24,0.0
2013-01-17,Affiliate,(organic/referral),2.85,19,38,0.14
2013-01-17,Bing,brand,7.7,7,28,0.92
2013-01-17,Bing,nonbrand,29.7,27,108,3.56
2013-01-17,Google,brand,31.05,23,115,3.73
2013-01-17,Google,nonbrand,216.0,160,800,25.92
2013-01-17,direct,(direct),0.0,21,21,0.0
2013-01-18,Affiliate,(organic/referral),3.6,24,48,0.18
2013-01-18,Bing,brand,4.4,4,16,0.53
2013-01-18,Bing,nonbrand,17.6,16,64,2.11
2013-01-18,Google,brand,22.95,17,85,2.75
2013-01-18,Google,nonbrand,186.3,138,690,22.36
2013-01-18,direct,(direct),0.0,18,18,0.0
2013-01-19,Affiliate,(organic/referral),1.05,7,14,0.05
2013-01-19,Bing,brand,2.2,2,8,0.26
2013-01-19,Bing,nonbrand,11.0,10,40,1.32
2013-01-19,Google,brand,6.75,5,25,0.81
2013-01-19,Google,nonbrand,90.45,67,335,10.85
2013-01-19,direct,(direct),0.0,13,13,0.0
2013-01-20,Affiliate,(organic/referral),2.1,14,28,0.11
2013-01-20,Bing,brand,3.3,3,12,0.4
2013-01-20,Bing,nonbrand,15.4,14,56,1.85
2013-01-20,Google,brand,17.55,13,65,2.11
2013-01-20,Google,nonbrand,98.55,73,365,11.83
2013-01-20,direct,(direct),0.0,11,11,0.0
2013-01-21,Affiliate,(organic/referral),3.9,26,52,0.2
2013-01-21,Bing,brand,6.6,6,24,0.79
2013-01-21,Bing,nonbrand,48.4,44,176,5.81
2013-01-21,Google,brand,33.75,25,125,4.05
2013-01-21,Google,nonbrand,187.65,139,695,22.52
2013-01-21,direct,(direct),0.0,12,12,0.0
2013-01-22,Affiliate,(organic/referral),4.2,28,56,0.21
2013-01-22,Bing,nonbrand,36.3,33,132,4.36
2013-01-22,Google,brand,21.6,16,80,2.59
2013-01-22,Google,nonbrand,183.6,136,680,22.03
2013-01-22,direct,(direct),0.0,28,28,0.0
2013-01-23,Affiliate,(organic/referral),3.6,24,48,0.18
2013-01-23,Bing,brand,6.6,6,24,0.79
2013-01-23,Bing,nonbrand,33.0,30,120,3.96
2013-01-23,Google,brand,20.25,15,75,2.43
2013-01-23,Google,nonbrand,217.35,161,805,26.08
2013-01-23,direct,(direct),0.0,33,33,0.0
2013-01-24,Affiliate,(organic/referral),4.05,27,54,0.2
2013-01-24,Bing,brand,3.3,3,12,0.4
2013-01-24,Bing,nonbrand,28.6,26,104,3.43
2013-01-24,Google,brand,20.25,15,75,2.43
2013-01-24,Google,nonbrand,217.35,161,805,26.08
2013-01-24,direct,(direct),0.0,23,23,0.0
2013-01-25,Affiliate,(organic/referral),2.4,16,32,0.12
2013-01-25,Bing,brand,5.5,5,20,0.66
2013-01-25,Bing,nonbrand,39.6,36,144,4.75
2013-01-25,Google,brand,25.65,19,95,3.08
2013-01-25,Google,nonbrand,187.65,139,695,22.52
2013-01-25,direct,(direct),0.0,19,19,0.0
2013-01-26,Affiliate,(organic/referral),1.5,10,20,0.08
2013-01-26,Bing,brand,2.2,2,8,0.26
2013-01-26,Bing,nonbrand,18.7,17,68,2.24
2013-01-26,Google,brand,8.1,6,30,0.97
2013-01-26,Google,nonbrand,85.05,63,315,10.21
2013-01-26,direct,(direct),0.0,13,13,0.0
2013-01-27,Affiliate,(organic/referral),0.9,6,12,0.04
2013-01-27,Bing,brand,2.2,2,8,0.26
2013-01-27,Bing,nonbrand,20.9,19,76,2.51
2013-01-27,Google,brand,10.8,8,40,1.3
2013-01-27,Google,nonbrand,91.8,68,340,11.02
2013-01-27,direct,(direct),0.0,9,9,0.0
2013-01-28,Affiliate,(organic/referral),1.95,13,26,0.1
2013-01-28,Bing,brand,3.3,3,12,0.4
2013-01-28,Bing,nonbrand,31.9,29,116,3.83
2013-01-28,Google,brand,35.1,26,130,4.21
2013-01-28,Google,nonbrand,156.6,116,580,18.79
2013-01-28,direct,(direct),0.0,25,25,0.0
2013-01-29,Affiliate,(organic/referral),3.45,23,46,0.17
2013-01-29,Bing,brand,5.5,5,20,0.66
2013-01-29,Bing,nonbrand,34.1,31,124,4.09
2013-01-29,Google,brand,14.85,11,55,1.78
2013-01-29,Google,nonbrand,193.05,143,715,23.17
2013-01-29,direct,(direct),0.0,24,24,0.0
2013-01-30,Affiliate,(organic/referral),4.35,29,58,0.22
2013-01-30,Bing,brand,4.4,4,16,0.53
2013-01-30,Bing,nonbrand,36.3,33,132,4.36
2013-01-30,Google,brand,32.4,24,120,3.89
2013-01-30,Google,nonbrand,209.25,155,775,25.11
2013-01-30,direct,(direct),0.0,25,25,0.0
2013-01-31,Affiliate,(organic/referral),4.2,28,56,0.21
2013-01-31,Bing,brand,3.3,3,12,0.4
2013-01-31,Bing,nonbrand,33.0,30,120,3.96
2013-01-31,Google,brand,25.65,19,95,3.08
2013-01-31,Google,nonbrand,194.4,144,720,23.33
2013-01-31,direct,(direct),0.0,23,23,0.0
2013-02-01,Affiliate,(organic/referral),3.0,20,40,0.15
2013-02-01,Bing,brand,3.3,3,12,0.4
2013-02-01,Bing,nonbrand,16.5,15,60,1.98
2013-02-01,Google,brand,18.9,14,70,2.27
2013-02-01,Google,nonbrand,159.3,118,590,19.12
2013-02-01,direct,(direct),0.0,17,17,0.0
2013-02-02,Affiliate,(organic/referral),3.0,20,40,0.15
2013-02-02,Bing,brand,1.1,1,4,0.13
2013-02-02,Bing,nonbrand,16.5,15,60,1.98
2013-02-02,Google,brand,8.1,6,30,0.97
2013-02-02,Google,nonbrand,90.45,67,335,10.85
2013-02-02,direct,(direct),0.0,10,10,0.0
2013-02-03,Affiliate,(organic/referral),1.95,13,26,0.1
2013-02-03,Bing,brand,5.5,5,20,0.66
2013-02-03,Bing,nonbrand,14.3,13,52,1.72
2013-02-03,Google,brand,8.1,6,30,0.97
2013-02-03,Google,nonbrand,79.65,59,295,9.56
2013-02-03,direct,(direct),0.0,10,10,0.0
2013-02-04,Affiliate,(organic/referral),3.9,26,52,0.2
2013-02-04,Bing,brand,3.3,3,12,0.4
2013-02-04,Bing,nonbrand,25.3,23,92,3.04
2013-02-04,Google,brand,20.25,15,75,2.43
2013-02-04,Google,nonbrand,180.9,134,670,21.71
2013-02-04,direct,(direct),0.0,24,24,0.0
2013-02-05,Affiliate,(organic/referral),3.15,21,42,0.16
2013-02-05,Bing,brand,3.3,3,12,0.4
2013-02-05,Bing,nonbrand,29.7,27,108,3.56
2013-02-05,Google,brand,22.95,17,85,2.75
2013-02-05,Google,nonbrand,191.7,142,710,23.0
2013-02-05,direct,(direct),0.0,16,16,0.0
2013-02-06,Affiliate,(organic/referral),3.0,20,40,0.15
2013-02-06,Bing,brand,1.1,1,4,0.13
2013-02-06,Bing,nonbrand,35.2,32,128,4.22
2013-02-06,Google,brand,18.9,14,70,2.27
2013-02-06,Google,nonbrand,189.0,140,700,22.68
2013-02-06,direct,(direct),0.0,26,26,0.0
2013-02-07,Affiliate,(organic/referral),3.3,22,44,0.16
2013-02-07,Bing,nonbrand,37.4,34,136,4.49
2013-02-07,Google,brand,25.65,19,95,3.08
2013-02-07,Google,nonbrand,202.5,150,750,24.3
2013-02-07,direct,(direct),0.0,12,12,0.0
2013-02-08,Affiliate,(organic/referral),2.1,14,28,0.11
2013-02-08,Bing,brand,5.5,5,20,0.66
2013-02-08,Bing,nonbrand,31.9,29,116,3.83
2013-02-08,Google,brand,22.95,17,85,2.75
2013-02-08,Google,nonbrand,151.2,112,560,18.14
2013-02-08,direct,(direct),0.0,21,21,0.0
2013-02-09,Affiliate,(organic/referral),1.5,10,20,0.08
2013-02-09,Bing,brand,1.1,1,4,0.13
2013-02-09,Bing,nonbrand,22.0,20,80,2.64
2013-02-09,Google,brand,13.5,10,50,1.62
2013-02-09,Google,nonbrand,81.0,60,300,9.72
2013-02-09,direct,(direct),0.0,7,7,0.0
2013-02-10,Affiliate,(organic/referral),1.5,10,20,0.08
2013-02-10,Bing,brand,2.2,2,8,0.26
2013-02-10,Bing,nonbrand,37.4,34,136,4.49
2013-02-10,Google,brand,13.5,10,50,1.62
2013-02-10,Google,nonbrand,241.65,179,895,29.0
2013-02-10,direct,(direct),0.0,9,9,0.0
2013-02-11,Affiliate,(organic/referral),2.1,14,28,0.11
2013-02-11,Bing,brand,9.9,9,36,1.19
2013-02-11,Bing,nonbrand,96.8,88,352,11.62
2013-02-11,Google,brand,21.6,16,80,2.59
2013-02-11,Google,nonbrand,486.0,360,1800,58.32
2013-02-11,direct,(direct),0.0,28,28,0.0
2013-02-12,Affiliate,(organic/referral),5.1,34,68,0.26
2013-02-12,Bing,brand,6.6,6,24,0.79
2013-02-12,Bing,nonbrand,89.1,81,324,10.69
2013-02-12,Google,brand,25.65,19,95,3.08
2013-02-12,Google,nonbrand,491.4,364,1820,58.97
2013-02-12,direct,(direct),0.0,20,20,0.0
2013-02-13,Affiliate,(organic/referral),4.2,28,56,0.21
2013-02-13,Bing,brand,3.3,3,12,0.4
2013-02-13,Bing,nonbrand,86.9,79,316,10.43
2013-02-13,Google,brand,29.7,22,110,3.56
2013-02-13,Google,nonbrand,480.6,356,1780,57.67
2013-02-13,direct,(direct),0.0,24,24,0.0
2013-02-14,Affiliate,(organic/referral),3.6,24,48,0.18
2013-02-14,Bing,brand,1.1,1,4,0.13
2013-02-14,Bing,nonbrand,73.7,67,268,8.84
2013-02-14,Google,brand,24.3,18,90,2.92
2013-02-14,Google,nonbrand,541.35,401,2005,64.96
2013-02-14,direct,(direct),0.0,20,20,0.0
2013-02-15,Affiliate,(organic/referral),3.3,22,44,0.16
2013-02-15,Bing,brand,9.9,9,36,1.19
2013-02-15,Bing,nonbrand,84.7,77,308,10.16
2013-02-15,Google,brand,22.95,17,85,2.75
2013-02-15,Google,nonbrand,487.35,361,1805,58.48
2013-02-15,direct,(direct),0.0,16,16,0.0
2013-02-16,Affiliate,(organic/referral),2.4,16,32,0.12
2013-02-16,Bing,brand,1.1,1,4,0.13
2013-02-16,Bing,nonbrand,25.3,23,92,3.04
2013-02-16,Google,brand,9.45,7,35,1.13
2013-02-16,Google,nonbrand,251.1,186,930,30.13
2013-02-16,direct,(direct),0.0,14,14,0.0
2013-02-17,Affiliate,(organic/referral),2.55,17,34,0.13
2013-02-17,Bing,brand,2.2,2,8,0.26
2013-02-17,Bing,nonbrand,11.0,10,40,1.32
2013-02-17,Google,brand,12.15,9,45,1.46
2013-02-17,Google,nonbrand,95.85,71,355,11.5
2013-02-17,direct,(direct),0.0,5,5,0.0
2013-02-18,Affiliate,(organic/referral),2.85,19,38,0.14
2013-02-18,Bing,brand,1.1,1,4,0.13
2013-02-18,Bing,nonbrand,31.9,29,116,3.83
2013-02-18,Google,brand,9.45,7,35,1.13
2013-02-18,Google,nonbrand,166.05,123,615,19.93
2013-02-18,direct,(direct),0.0,29,29,0.0
2013-02-19,Affiliate,(organic/referral),2.4,16,32,0.12
2013-02-19,Bing,brand,7.7,7,28,0.92
2013-02-19,Bing,nonbrand,29.7,27,108,3.56
2013-02-19,Google,brand,29.7,22,110,3.56
2013-02-19,Google,nonbrand,202.5,150,750,24.3
2013-02-19,direct,(direct),0.0,16,16,0.0
2013-02-20,Affiliate,(organic/referral),3.45,23,46,0.17
2013-02-20,Bing,brand,5.5,5,20,0.66
2013-02-20,Bing,nonbrand,33.0,30,120,3.96
2013-02-20,Google,brand,24.3,18,90,2.92
2013-02-20,Google,nonbrand,221.4,164,820,26.57
2013-02-20,direct,(direct),0.0,18,18,0.0
2013-02-21,Affiliate,(organic/referral),3.0,20,40,0.15
2013-02-21,Bing,brand,4.4,4,16,0.53
2013-02-21,Bing,nonbrand,28.6,26,104,3.43
2013-02-21,Google,brand,18.9,14,70,2.27
2013-02-21,Google,nonbrand,218.7,162,810,26.24
2013-02-21,direct,(direct),0.0,22,22,0.0
2013-02-22,Affiliate,(organic/referral),2.4,16,32,0.12
2013-02-22,Bing,brand,3.3,3,12,0.4
2013-02-22,Bing,nonbrand,30.8,28,112,3.7
2013-02-22,Google,brand,18.9,14,70,2.27
2013-02-22,Google,nonbrand,166.05,123,615,19.93
2013-02-22,direct,(direct),0.0,17,17,0.0
2013-02-23,Affiliate,(organic/referral),2.85,19,38,0.14
2013-02-23,Bing,nonbrand,16.5,15,60,1.98
2013-02-23,Google,brand,9.45,7,35,1.13
2013-02-23,Google,nonbrand,76.95,57,285,9.23
2013-02-23,direct,(direct),0.0,14,14,0.0
2013-02-24,Affiliate,(organic/referral),0.9,6,12,0.04
2013-02-24,Bing,brand,2.2,2,8,0.26
2013-02-24,Bing,nonbrand,20.9,19,76,2.51
2013-02-24,Google,brand,5.4,4,20,0.65
2013-02-24,Google,nonbrand,101.25,75,375,12.15
2013-02-24,direct,(direct),0.0,6,6,0.0
2013-02-25,Affiliate,(organic/referral),2.55,17,34,0.13
2013-02-25,Bing,nonbrand,28.6,26,104,3.43
2013-02-25,Google,brand,24.3,18,90,2.92
2013-02-25,Google,nonbrand,210.6,156,780,25.27
2013-02-25,direct,(direct),0.0,21,21,0.0
2013-02-26,Affiliate,(organic/referral),2.85,19,38,0.14
2013-02-26,Bing,brand,2.2,2,8,0.26
2013-02-26,Bing,nonbrand,30.8,28,112,3.7
2013-02-26,Google,brand,10.8,8,40,1.3
2013-02-26,Google,nonbrand,194.4,144,720,23.33
2013-02-26,direct,(direct),0.0,14,14,0.0
2013-02-27,Affiliate,(organic/referral),2.4,16,32,0.12
2013-02-27,Bing,brand,4.4,4,16,0.53
2013-02-27,Bing,nonbrand,34.1,31,124,4.09
2013-02-27,Google,brand,22.95,17,85,2.75
2013-02-27,Google,nonbrand,222.75,165,825,26.73
2013-02-27,direct,(direct),0.0,19,19,0.0
2013-02-28,Affiliate,(organic/referral),3.9,26,52,0.2
2013-02-28,Bing,brand,3.3,3,12,0.4
2013-02-28,Bing,nonbrand,37.4,34,136,4.49
2013-02-28,Google,brand,22.95,17,85,2.75
2013-02-28,Google,nonbrand,220.05,163,815,26.41
2013-02-28,direct,(direct),0.0,15,15,0.0
2013-03-01,Affiliate,(organic/referral),2.25,15,30,0.11
2013-03-01,Bing,brand,2.2,2,8,0.26
2013-03-01,Bing,nonbrand,33.0,30,120,3.96
2013-03-01,Google,brand,12.15,9,45,1.46
2013-03-01,Google,nonbrand,183.6,136,680,22.03
2013-03-01,direct,(direct),0.0,17,17,0.0
2013-03-02,Affiliate,(organic/referral),1.2,8,16,0.06
2013-03-02,Bing,nonbrand,25.3,23,92,3.04
2013-03-02,Google,brand,10.8,8,40,1.3
2013-03-02,Google,nonbrand,85.05,63,315,10.21
2013-03-02,direct,(direct),0.0,2,2,0.0
2013-03-03,Affiliate,(organic/referral),1.65,11,22,0.08
2013-03-03,Bing,brand,2.2,2,8,0.26
2013-03-03,Bing,nonbrand,14.3,13,52,1.72
2013-03-03,Google,brand,8.1,6,30,0.97
2013-03-03,Google,nonbrand,108.0,80,400,12.96
2013-03-03,direct,(direct),0.0,8,8,0.0
2013-03-04,Affiliate,(organic/referral),2.55,17,34,0.13
2013-03-04,Bing,brand,2.2,2,8,0.26
2013-03-04,Bing,nonbrand,30.8,28,112,3.7
2013-03-04,Google,brand,16.2,12,60,1.94
2013-03-04,Google,nonbrand,202.5,150,750,24.3
2013-03-04,direct,(direct),0.0,23,23,0.0
2013-03-05,Affiliate,(organic/referral),2.55,17,34,0.13
2013-03-05,Bing,brand,5.5,5,20,0.66
2013-03-05,Bing,nonbrand,46.2,42,168,5.54
2013-03-05,Google,brand,22.95,17,85,2.75
2013-03-05,Google,nonbrand,209.25,155,775,25.11
2013-03-05,direct,(direct),0.0,15,15,0.0
2013-03-06,Affiliate,(organic/referral),3.3,22,44,0.16
2013-03-06,Bing,brand,3.3,3,12,0.4
2013-03-06,Bing,nonbrand,47.3,43,172,5.68
2013-03-06,Google,brand,22.95,17,85,2.75
2013-03-06,Google,nonbrand,228.15,169,845,27.38
2013-03-06,direct,(direct),0.0,19,19,0.0
2013-03-07,Affiliate,(organic/referral),2.85,19,38,0.14
2013-03-07,Bing,brand,5.5,5,20,0.66
2013-03-07,Bing,nonbrand,37.4,34,136,4.49
2013-03-07,Google,brand,22.95,17,85,2.75
2013-03-07,Google,nonbrand,228.15,169,845,27.38
2013-03-07,direct,(direct),0.0,18,18,0.0
2013-03-08,Affiliate,(organic/referral),2.7,18,36,0.13
2013-03-08,Bing,brand,2.2,2,8,0.26
2013-03-08,Bing,nonbrand,31.9,29,116,3.83
2013-03-08,Google,brand,21.6,16,80,2.59
2013-03-08,Google,nonbrand,164.7,122,610,19.76
2013-03-08,direct,(direct),0.0,18,18,0.0
2013-03-09,Affiliate,(organic/referral),1.05,7,14,0.05
2013-03-09,Bing,nonbrand,20.9,19,76,2.51
2013-03-09,Google,brand,16.2,12,60,1.94
2013-03-09,Google,nonbrand,108.0,80,400,12.96
2013-03-09,direct,(direct),0.0,9,9,0.0
2013-03-10,Affiliate,(organic/referral),1.8,12,24,0.09
2013-03-10,Bing,brand,4.4,4,16,0.53
2013-03-10,Bing,nonbrand,8.8,8,32,1.06
2013-03-10,Google,brand,9.45,7,35,1.13
2013-03-10,Google,nonbrand,101.25,75,375,12.15
2013-03-10,direct,(direct),0.0,10,10,0.0
2013-03-11,Affiliate,(organic/referral),2.25,15,30,0.11
2013-03-11,Bing,brand,5.5,5,20,0.66
2013-03-11,Bing,nonbrand,39.6,36,144,4.75
2013-03-11,Google,brand,10.8,8,40,1.3
2013-03-11,Google,nonbrand,180.9,134,670,21.71
2013-03-11,direct,(direct),0.0,15,15,0.0
2013-03-12,Affiliate,(organic/referral),1.95,13,26,0.1
2013-03-12,Bing,nonbrand,28.6,26,104,3.43
2013-03-12,Google,brand,17.55,13,65,2.11
2013-03-12,Google,nonbrand,217.35,161,805,26.08
2013-03-12,direct,(direct),0.0,15,15,0.0
2013-03-13,Affiliate,(organic/referral),2.55,17,34,0.13
2013-03-13,Bing,brand,2.2,2,8,0.26
2013-03-13,Bing,nonbrand,27.5,25,100,3.3
2013-03-13,Google,brand,16.2,12,60,1.94
2013-03-13,Google,nonbrand,211.95,157,785,25.43
2013-03-13,direct,(direct),0.0,20,20,0.0
2013-03-14,Affiliate,(organic/referral),3.3,22,44,0.16
2013-03-14,Bing,brand,3.3,3,12,0.4
2013-03-14,Bing,nonbrand,25.3,23,92,3.04
2013-03-14,Google,brand,16.2,12,60,1.94
2013-03-14,Google,nonbrand,193.05,143,715,23.17
2013-03-14,direct,(direct),0.0,18,18,0.0
2013-03-15,Affiliate,(organic/referral),2.25,15,30,0.11
2013-03-15,Bing,brand,6.6,6,24,0.79
2013-03-15,Bing,nonbrand,36.3,33,132,4.36
2013-03-15,Google,brand,14.85,11,55,1.78
2013-03-15,Google,nonbrand,175.5,130,650,21.06
2013-03-15,direct,(direct),0.0,9,9,0.0
2013-03-16,Affiliate,(organic/referral),0.9,6,12,0.04
2013-03-16,Bing,brand,3.3,3,12,0.4
2013-03-16,Bing,nonbrand,16.5,15,60,1.98
2013-03-16,Google,brand,5.4,4,20,0.65
